postcodeSector,households,numberOfPostcodeUnits,headcount
PR1  9,5629,370,12867
PR2  1,6588,345,14734
PR2  2,4140,338,7935
PR2  3,6799,372,15103
PR2  5,1140,208,3321
PR2  6,6518,341,15116
PR2  7,1860,102,4009
PR2  8,3041,219,7350
PR2  9,4635,327,12480
PR25 1,3730,198,8331
PR25 2,2397,159,4355
PR25 3,2863,216,8760
PR25 4,2681,128,5480
PR25 5,1803,127,5790
PR26 6,1145,98,3134
PR26 7,2676,125,6055
PR26 8,358,30,2648
PR26 9,1564,103,3813
PR3  0,3119,361,8711
PR3  1,4779,391,10913
PR3  2,2260,284,7219
PR3  3,3977,306,8780
PR3  5,1302,119,3436
PR3  6,1098,111,2977
PR4  0,2854,339,11021
PR4  1,4427,302,10386
PR4  2,3702,308,9785
PR4  3,3608,308,9395
PR4  4,2564,230,6312
PR4  5,3666,282,8476
PR4  6,4330,334,10044
PR5  0,2472,181,5108
PR5  4,4918,288,10494
PR5  5,4406,264,9448
PR5  6,4070,355,10976
PR5  8,2261,140,4608
PR6  0,4675,306,10128
PR6  7,4428,367,11191
PR6  8,2924,324,6542
PR6  9,3329,280,8346
PR7  1,3179,300,6868
PR7  2,4416,290,9840
PR7  3,3952,266,10689
PR7  4,3034,216,6989
PR7  5,4567,345,11432
PR7  6,3697,266,8963
PR7  7,2062,189,9338
PR8  1,1919,272,4275
PR8  2,4379,328,8542
PR8  3,5428,315,12427
PR8  4,4798,283,10931
PR8  5,2758,204,6515
PR8  6,5135,333,13463
PR9  0,4618,342,7527
PR9  7,4821,278,11325
PR9  8,4760,285,10618
PR9  9,7144,394,14455
RG1  1,269,312,908
RG1  2,1846,291,4870
RG1  3,2971,313,8270
RG1  4,1481,304,3974
RG1  5,3489,306,10187
RG1  6,4094,260,9981
RG1  7,3836,377,8303
RG1  8,1223,258,2738
RG10 0,2397,329,6075
RG10 8,1621,229,3612
RG10 9,3731,388,9099
RG12 0,3286,137,7409
RG12 2,2341,340,6432
RG12 7,7578,384,18220
RG12 8,4365,311,13977
RG12 9,4691,375,12015
RG14 1,3165,342,7229
RG14 2,3483,304,8608
RG14 3,314,29,552
RG14 5,2273,375,5026
RG14 6,3562,284,8658
RG14 7,4201,387,12262
RG17 0,2928,364,6505
RG17 7,1100,208,2638
RG17 8,1472,135,3086
RG17 9,1490,156,3243
RG18 0,499,87,1238
RG18 3,2660,187,7278
RG18 4,1804,124,4838
RG18 9,2177,281,6666
RG19 3,3087,204,6993
RG19 4,2946,225,6560
RG19 8,1276,181,3775
RG2  0,2673,373,8106
RG2  7,4207,282,12811
RG2  8,4882,286,13078
RG2  9,3297,385,12591
RG20 0,934,147,2037
RG20 4,402,87,1427
RG20 5,1458,131,2992
RG20 6,624,60,1643
RG20 7,869,154,2159
RG20 8,1523,280,4128
RG20 9,1963,319,5514
RG21 3,3566,251,8074
RG21 4,1389,221,3770
RG21 5,3165,182,7852
RG21 6,282,107,1915
RG21 7,1947,293,4844
RG21 8,1832,141,4172
RG22 4,8294,391,21023
RG22 5,4156,321,11065
RG22 6,4698,308,10326
RG23 7,2242,224,6624
RG23 8,2872,206,6967
RG24 7,1732,158,4057
RG24 8,4764,386,12527
RG24 9,6604,384,22742
RG25 2,1797,295,3971
RG25 3,1972,190,4912
RG26 3,3638,264,8074
RG26 4,1951,152,5229
RG26 5,3702,387,10100
RG27 0,2309,283,6340
RG27 8,2848,393,7597
RG27 9,3592,390,10285
RG28 7,2524,269,6418
RG29 1,2616,330,7064
RG30 1,2023,168,6511
RG30 2,5691,343,13962
RG30 3,3521,285,9316
RG30 4,5159,326,12638
RG30 6,2441,150,6431
RG31 4,1843,125,4700
RG31 5,2646,201,7178
RG31 6,3869,261,10278
RG31 7,2697,202,6580
RG4  5,2870,185,6990
RG4  6,2840,246,7481
RG4  7,3635,349,9809
RG4  8,4704,362,10655
RG4  9,2399,259,5980
RG40 1,3684,363,10869
RG40 2,2082,198,5097
RG40 3,1782,295,5579
RG40 4,3063,277,7437
RG40 5,729,129,3260
RG41 1,1515,182,5224
RG41 2,2025,234,5177
RG41 3,2553,201,6661
RG41 4,1465,152,4433
RG41 5,3581,375,10612
RG42 1,2079,152,5147
RG42 2,2647,185,6185
RG42 3,2424,170,5838
RG42 4,1785,239,6342
RG42 5,685,143,2456
RG42 6,598,154,1927
RG42 7,661,63,1486
RG45 6,3524,351,9483
RG45 7,2194,226,5933
RG5  3,4527,282,11557
RG5  4,5670,393,16270
RG6  1,2882,263,9357
RG6  3,2337,154,5746
RG6  4,3254,216,7610
RG6  5,2512,189,6613
RG6  6,52,108,2636
RG6  7,2949,204,8160
RG7  1,2773,387,10584
RG7  2,846,179,2071
RG7  3,4126,386,10184
RG7  4,1358,347,3457
RG7  5,2455,316,5771
RG7  6,1620,262,4257
RG8  0,2225,319,5816
RG8  7,2004,335,4850
RG8  8,2258,276,5765
RG8  9,1390,269,2921
RG9  1,4263,384,9116
RG9  2,1424,230,2910
RG9  3,858,205,2169
RG9  4,800,255,2400
RG9  5,1637,281,4223
RG9  6,1426,281,2880
RH1  1,2541,369,6329
RH1  2,3168,249,8447
RH1  3,3492,265,8960
RH1  4,2481,266,6463
RH1  5,3358,323,8630
RH1  6,4675,355,11608
RH10 1,2993,384,9302
RH10 3,4831,391,15081
RH10 4,2845,395,7588
RH10 5,2485,173,6521
RH10 6,4044,328,10825
RH10 7,7208,393,17638
RH10 8,2624,179,6766
RH11 0,3968,325,11096
RH11 6,1117,74,2484
RH11 7,5148,374,14422
RH11 8,6255,391,17080
RH11 9,5711,368,15199
RH12 1,3471,373,9262
RH12 2,3478,263,7639
RH12 3,3658,380,11822
RH12 4,4238,396,11211
RH12 5,4015,253,9668
RH13 0,1764,202,5544
RH13 5,4034,367,9909
RH13 6,3699,323,8312
RH13 8,2647,292,6055
RH13 9,3519,281,10242
RH14 0,2527,324,6033
RH14 9,3576,389,10903
RH15 0,4609,391,13471
RH15 8,4839,356,11417
RH15 9,3601,384,9268
RH16 1,3104,351,7613
RH16 2,3171,300,8314
RH16 3,4476,372,10442
RH16 4,3930,384,12863
RH17 5,2747,330,7270
RH17 6,2206,295,5923
RH17 7,2795,291,7294
RH18 5,1918,233,4476
RH19 1,3205,388,7714
RH19 2,2877,340,7398
RH19 3,4657,393,12053
RH19 4,3424,383,8028
RH2  0,3255,341,7673
RH2  7,2869,273,8322
RH2  8,2934,243,7133
RH2  9,1811,267,4503
RH20 1,2362,257,5293
RH20 2,3131,329,7012
RH20 3,2676,293,7402
RH20 4,3100,287,6774
RH3  7,1853,182,4228
RH4  1,2412,339,5661
RH4  2,2262,249,5268
RH4  3,2303,269,5498
RH5  4,3101,297,6873
RH5  5,2229,288,5406
RH5  6,1538,259,3970
RH6  0,1067,301,2826
RH6  7,2663,286,6674
RH6  8,3704,319,11697
RH6  9,4989,393,13866
RH7  6,3812,299,8866
RH8  0,3942,331,9687
RH8  9,2386,226,6165
RH9  8,2281,198,5649
RM1  1,898,199,2118
RM1  2,2023,205,5820
RM1  3,1003,221,2528
RM1  4,4788,294,12583
RM10 7,4376,267,13118
RM10 8,5935,299,15537
RM10 9,4779,244,13739
RM11 1,4621,312,11666
RM11 2,3876,264,10648
RM11 3,4268,284,10336
RM12 4,6635,359,16483
RM12 5,3966,210,10286
RM12 6,3692,257,9259
RM13 7,3724,213,10057
RM13 8,3150,333,8938
RM13 9,5092,358,13567
RM14 1,4735,298,11597
RM14 2,3517,299,8781
RM14 3,2906,232,7666
RM15 4,3305,223,9811
RM15 5,4687,296,13256
RM15 6,3409,219,9165
RM16 2,4936,263,13718
RM16 3,1433,148,3676
RM16 4,3992,235,10872
RM16 5,267,23,745
RM16 6,5346,221,14952
RM17 5,4919,336,14180
RM17 6,6454,356,15753
RM18 7,1908,195,5805
RM18 8,4539,283,13967
RM19 1,2974,178,7356
RM2  5,2807,215,7044
RM2  6,2945,191,6798
RM20 3,778,138,3209
RM20 4,1196,87,4374
RM3  0,4555,361,12282
RM3  7,3875,257,11688
RM3  8,4528,360,12141
RM3  9,4283,277,11942
RM4  1,1890,217,4568
RM5  2,3508,219,9813
RM5  3,3929,268,11025
RM6  4,4307,301,14501
RM6  5,4491,207,12907
RM6  6,3639,250,10578
RM7  0,4281,306,14614
RM7  7,2130,162,4810
RM7  8,3159,157,7699
RM7  9,2357,158,5563
RM8  1,4471,296,15276
RM8  2,6117,313,21196
RM8  3,4611,196,13411
RM9  4,4729,209,13763
RM9  5,4819,215,13431
RM9  6,4312,255,12655
S1   2,491,312,2511
S1   3,54,260,113
S1   4,3281,344,8013
S10  1,6090,323,14307
S10  2,2012,290,5518
S10  3,3438,292,10449
S10  4,3001,182,6897
S10  5,3557,243,8744
S11  7,4536,268,10658
S11  8,5646,380,13765
S11  9,4170,313,10495
S12  2,5420,293,12113
S12  3,3931,178,8811
S12  4,6012,292,13278
S13  7,4545,216,9440
S13  8,6111,268,13047
S13  9,3297,207,8565
S14  1,4668,208,9724
S17  3,3424,263,7745
S17  4,3737,222,8355
S18  1,3056,191,6969
S18  2,2696,163,5826
S18  3,754,53,1774
S18  4,677,61,1684
S18  7,883,66,1943
S18  8,2882,177,6568
S2   1,4319,309,11576
S2   2,4876,261,9849
S2   3,3875,263,9084
S2   4,1895,248,7534
S2   5,3780,285,8950
S20  1,2912,140,6375
S20  2,1567,82,3747
S20  3,125,38,373
S20  4,1852,100,4072
S20  5,2363,132,5406
S20  6,1154,72,2613
S20  7,1934,93,3515
S20  8,1874,90,4092
S21  1,3275,195,7898
S21  2,600,32,1384
S21  3,1235,59,2775
S21  4,3248,193,7435
S21  5,539,29,1108
S25  1,604,40,1157
S25  2,3767,221,8776
S25  3,894,72,2431
S25  4,2809,143,6427
S25  5,1120,67,2546
S26  1,729,49,1648
S26  2,2927,137,6720
S26  3,1143,61,2430
S26  4,2438,121,6045
S26  5,1407,87,3878
S26  6,1701,89,3851
S26  7,843,62,1899
S3   7,4180,342,9601
S3   8,1474,300,3704
S3   9,2115,186,5168
S32  1,913,76,1864
S32  2,427,40,839
S32  3,652,73,1285
S32  4,236,28,523
S32  5,490,51,1109
S33  0,707,58,1442
S33  6,521,42,897
S33  7,153,14,286
S33  8,346,28,558
S33  9,719,69,1426
S35  0,2857,168,6841
S35  1,3295,155,7197
S35  2,2572,140,5660
S35  3,1427,57,3391
S35  4,2855,142,6277
S35  7,1299,97,2814
S35  8,2018,108,4268
S35  9,1984,111,4182
S36  1,3183,144,6612
S36  2,2735,184,6352
S36  3,168,14,245
S36  4,331,39,916
S36  6,2970,186,7019
S36  7,771,83,2220
S36  8,754,79,1887
S36  9,1361,141,3748
S4   7,2650,287,6800
S4   8,2636,167,7605
S40  1,2087,333,3871
S40  2,5418,346,11500
S40  3,4262,299,9006
S40  4,5420,356,10316
S41  0,5856,342,12729
S41  7,3060,308,7151
S41  8,5403,324,11368
S41  9,2799,257,5657
S42  5,5567,338,13060
S42  6,5076,376,11979
S42  7,2146,188,4775
S43  1,4070,224,8816
S43  2,3339,188,7060
S43  3,5927,366,13920
S43  4,4716,384,11362
S44  5,3734,297,8702
S44  6,6179,363,13707
S45  0,702,130,1732
S45  8,1748,106,3582
S45  9,3866,296,9164
S5   0,4832,224,11865
S5   6,4807,251,13260
S5   7,5686,272,13246
S5   8,5807,260,14346
S5   9,4144,192,10726
S6   1,5136,296,11491
S6   2,4029,300,7147
S6   3,3568,240,7982
S6   4,5897,310,13471
S6   5,4881,242,10150
S6   6,3392,229,7881
S60  1,647,302,1516
S60  2,2702,295,8184
S60  3,3169,195,7674
S60  4,2785,165,6376
S60  5,6452,336,15219
S61  1,3158,212,7106
S61  2,5412,334,12242
S61  3,3358,233,7846
S61  4,4115,225,7748
S62  5,2922,253,6839
S62  6,2229,200,4299
S62  7,3828,283,8947
S63  0,3933,278,9516
S63  6,3912,270,9967
S63  7,3020,306,8573
S63  8,3146,191,7569
S63  9,3185,230,7279
S64  0,3458,215,8590
S64  5,972,64,3006
S64  8,5819,310,13025
S64  9,3551,222,7281
S65  1,2467,245,5891
S65  2,5577,276,12694
S65  3,3786,214,8838
S65  4,3435,254,7755
S66  1,2452,174,6085
S66  2,4195,199,8728
S66  3,2624,121,6183
S66  7,4538,256,9708
S66  8,3907,280,9227
S66  9,2294,206,6360
S7   1,3872,243,9521
S7   2,3159,207,8243
S70  1,2964,304,5693
S70  2,909,248,1995
S70  3,3538,219,8639
S70  4,3730,254,8595
S70  5,3714,279,7794
S70  6,3805,272,8721
S71  1,3811,291,8452
S71  2,4177,264,9368
S71  3,4140,288,9778
S71  4,4463,298,10765
S71  5,3480,259,9210
S72  0,1519,110,3316
S72  7,1990,180,5261
S72  8,5656,368,13032
S72  9,1894,169,4316
S73  0,5157,352,12001
S73  8,3907,277,9701
S73  9,3120,218,7549
S74  0,3408,241,7966
S74  8,1874,107,3808
S74  9,2838,231,6284
S75  1,3130,242,7792
S75  2,3952,280,8374
S75  3,3452,306,7884
S75  4,2150,239,4553
S75  5,3810,256,8562
S75  6,3088,223,7729
S8   0,4959,352,10670
S8   7,5989,266,12670
S8   8,6171,275,13344
S8   9,4476,230,9267
S80  1,2754,330,6040
S80  2,4221,297,9474
S80  3,2075,230,4974
S80  4,4646,335,10353
S81  0,5044,332,11253
S81  7,4136,288,11192
S81  8,3260,339,8204
S81  9,3458,277,8007
S9   1,4873,345,11608
S9   3,1075,273,4416
S9   4,3434,228,8660
S9   5,1702,167,4324
SE1  0,1984,360,5239
SE1  1,1924,342,4102
SE1  2,4474,390,7339
SE1  3,4402,385,9502
SE1  4,4488,372,12042
SE1  5,4733,395,12213
SE1  6,2944,322,7855
SE1  7,3124,387,6987
SE1  8,2043,348,4332
SE1  9,1481,359,3563
SE10 0,3619,389,17993
SE10 8,3695,378,9690
SE10 9,3931,354,12971
SE11 4,4074,341,9589
SE11 5,3431,273,7004
SE11 6,2717,200,6421
SE12 0,3718,265,9427
SE12 8,3685,261,9024
SE12 9,4317,249,10109
SE13 5,5884,348,13733
SE13 6,5374,355,13341
SE13 7,7701,395,19288
SE14 5,6548,382,16819
SE14 6,3657,344,10715
SE15 1,2773,263,7499
SE15 2,5259,333,13294
SE15 3,5961,340,14186
SE15 4,3669,293,8398
SE15 5,3748,339,9609
SE15 6,4673,367,12592
SE16 2,4199,308,11236
SE16 3,4625,328,12010
SE16 4,3313,315,8302
SE16 5,3003,183,6167
SE16 6,2190,157,4722
SE16 7,3293,289,11260
SE17 1,3354,376,10359
SE17 2,5408,348,12697
SE17 3,5325,347,12697
SE18 1,5032,276,15522
SE18 2,4099,246,10897
SE18 3,4715,307,12446
SE18 4,3077,236,8631
SE18 5,4246,263,9470
SE18 6,4597,392,14344
SE18 7,5032,269,13660
SE19 1,4101,313,9240
SE19 2,4005,305,8322
SE19 3,4935,351,11352
SE2  0,4875,268,13315
SE2  9,5719,332,15066
SE20 7,5423,353,12194
SE20 8,5460,374,12618
SE21 7,1391,156,3647
SE21 8,4785,317,11563
SE22 0,4437,284,10842
SE22 8,4583,347,10849
SE22 9,4065,242,8738
SE23 1,3852,274,9073
SE23 2,5718,323,13760
SE23 3,5305,369,11811
SE24 0,4082,272,9028
SE24 9,3966,265,9451
SE25 4,5465,338,13440
SE25 5,4316,291,9726
SE25 6,5730,361,13434
SE26 4,4476,297,10348
SE26 5,3506,290,9058
SE26 6,4848,344,11184
SE27 0,5249,341,12262
SE27 9,4112,290,9896
SE28 0,3999,250,12276
SE28 8,6788,342,18248
SE3  0,2896,293,6230
SE3  7,4287,307,8531
SE3  8,3989,266,10105
SE3  9,3406,374,10063
SE4  1,7406,373,16746
SE4  2,4771,338,12218
SE5  0,3928,310,11419
SE5  7,4272,351,12610
SE5  8,6087,353,14457
SE5  9,4933,294,11843
SE6  1,6512,332,17904
SE6  2,5376,331,13503
SE6  3,4670,257,12437
SE6  4,5075,344,13366
SE7  7,4763,359,13457
SE7  8,3726,287,9567
SE8  3,4389,301,12715
SE8  4,3460,271,8998
SE8  5,4191,305,11545
SE9  1,4842,301,11620
SE9  2,3941,256,10564
SE9  3,5137,287,13145
SE9  4,5392,294,13094
SE9  5,3191,227,7887
SE9  6,3444,248,10900
SG1  1,3243,331,8495
SG1  2,3329,361,7442
SG1  3,3651,313,9018
SG1  4,4147,350,12409
SG1  5,4924,284,11435
SG1  6,2580,100,6897
SG10 6,815,136,2200
SG11 1,2021,271,5756
SG11 2,1214,210,3039
SG12 0,4039,373,9097
SG12 7,3566,298,9509
SG12 8,2802,310,6457
SG12 9,2524,324,5545
SG13 7,4329,389,11956
SG13 8,2549,290,5992
SG14 1,1482,301,3191
SG14 2,3264,290,8031
SG14 3,3862,303,9478
SG15 6,2422,166,6026
SG16 6,2669,231,6871
SG17 5,5046,392,14767
SG18 0,3340,262,9491
SG18 8,4170,376,13750
SG18 9,2903,313,7504
SG19 1,4185,313,10118
SG19 2,4018,363,10333
SG19 3,2137,227,5289
SG2  0,3339,222,8585
SG2  7,3212,247,7517
SG2  8,5363,306,13206
SG2  9,5498,322,13914
SG3  6,3102,319,7208
SG4  0,3858,295,9346
SG4  7,2061,275,4832
SG4  8,2871,344,6657
SG4  9,3855,323,9300
SG5  1,3382,350,7620
SG5  2,3715,294,8512
SG5  3,2819,333,7089
SG5  4,4156,305,12410
SG6  1,3091,347,7709
SG6  2,3194,311,7864
SG6  3,2551,308,5897
SG6  4,5435,345,12861
SG7  5,1934,252,4762
SG7  6,3863,321,9078
SG8  0,1677,235,3965
SG8  5,4267,374,11451
SG8  6,3059,304,7680
SG8  7,3338,284,8039
SG8  8,1391,226,3389
SG8  9,2302,273,5807
SG9  0,1320,259,3281
SG9  9,2548,334,9243
SK1  2,759,137,1579
SK1  3,1595,289,3390
SK1  4,3475,171,7239
SK10 1,1652,284,3276
SK10 2,4856,383,11125
SK10 3,4480,288,10367
SK10 4,2818,379,6756
SK10 5,4263,354,9345
SK11 0,1935,235,4394
SK11 6,2113,303,3605
SK11 7,5384,379,11750
SK11 8,5858,347,13362
SK11 9,1919,253,4428
SK12 1,6194,393,14150
SK12 2,2170,214,5263
SK13 0,788,122,1854
SK13 1,3056,213,6627
SK13 2,1571,103,3605
SK13 5,657,51,1502
SK13 6,2421,219,5777
SK13 7,1822,177,4606
SK13 8,4254,331,9367
SK14 1,2322,237,5532
SK14 2,2031,230,4972
SK14 3,2850,265,7841
SK14 4,5563,354,14223
SK14 5,4393,273,10283
SK14 6,2100,243,4675
SK14 8,1390,181,2761
SK15 1,4132,287,9519
SK15 2,4171,304,9271
SK15 3,3869,266,9800
SK16 4,4028,314,8761
SK16 5,4881,257,10985
SK17 0,1415,214,2719
SK17 6,4031,361,7269
SK17 7,3222,228,7382
SK17 8,2642,249,5173
SK17 9,3530,332,8175
SK2  5,6055,342,14063
SK2  6,3569,289,8321
SK2  7,3105,221,7860
SK22 1,523,62,912
SK22 2,1124,104,2280
SK22 3,1404,109,2893
SK22 4,2533,197,5987
SK23 0,2075,221,5446
SK23 6,966,105,2449
SK23 7,3583,296,7548
SK23 9,1077,90,2952
SK3  0,3123,339,7490
SK3  8,5380,322,12340
SK3  9,4348,236,9148
SK4  1,1937,268,3690
SK4  2,3416,249,8243
SK4  3,3799,272,7851
SK4  4,3480,268,8523
SK4  5,3145,177,7183
SK5  6,6336,369,15097
SK5  7,3921,261,8216
SK5  8,3230,173,8230
SK6  1,4221,258,8740
SK6  2,3148,274,7479
SK6  3,2198,155,4820
SK6  4,2999,215,6897
SK6  5,2525,237,5723
SK6  6,2835,229,6480
SK6  7,3085,272,7522
SK6  8,1830,130,3788
SK7  1,2722,291,7395
SK7  2,3029,243,6966
SK7  3,2838,237,6886
SK7  4,3556,263,7519
SK7  5,2568,227,6202
SK7  6,2666,205,6814
SK8  1,2420,256,5997
SK8  2,3255,232,7426
SK8  3,5054,344,13148
SK8  4,3530,284,9028
SK8  5,3533,267,8874
SK8  6,3296,287,8844
SK8  7,3649,271,8522
SK9  1,1195,234,2216
SK9  2,3999,342,9505
SK9  3,3098,289,6948
SK9  4,1691,174,4521
SK9  5,2410,233,5171
SK9  6,2197,188,5644
SK9  7,2834,370,5936
SL0  0,2259,277,6024
SL0  9,2212,248,5677
SL1  1,2367,359,7500
SL1  2,6132,380,17330
SL1  3,5022,380,17312
SL1  4,162,342,1251
SL1  5,5300,310,14864
SL1  6,3063,186,7323
SL1  7,2262,195,5352
SL1  8,1440,217,4059
SL1  9,1168,90,3221
SL2  1,5374,310,15920
SL2  2,3174,213,9805
SL2  3,2926,365,7620
SL2  4,2355,259,5612
SL2  5,5706,392,20999
SL3  0,1747,275,3941
SL3  6,1288,217,3351
SL3  7,5191,381,17989
SL3  8,6898,393,19285
SL3  9,2662,256,5958
SL4  1,1695,340,3477
SL4  2,2901,295,6921
SL4  3,3930,343,9075
SL4  4,4493,396,10568
SL4  5,4079,373,9826
SL4  6,1866,242,5487
SL5  0,1702,283,4206
SL5  7,2259,333,5312
SL5  8,2868,327,7581
SL5  9,3080,379,7684
SL6  0,2118,253,5983
SL6  1,2386,382,6682
SL6  2,4495,388,10816
SL6  3,4483,389,11643
SL6  4,2930,337,8662
SL6  5,2693,217,6373
SL6  6,3834,347,9556
SL6  7,3737,386,10653
SL6  8,3029,394,8132
SL6  9,2639,363,5773
SL7  1,3239,388,7572
SL7  2,2353,328,5384
SL7  3,3367,335,8362
SL8  5,2906,391,6758
SL9  0,1970,289,5234
SL9  7,2013,294,5881
SL9  8,1759,367,4793
SL9  9,2388,342,6337
SM1  1,1212,273,3941
SM1  2,5997,327,14191
SM1  3,4716,270,13366
SM1  4,4683,364,12373
SM2  5,5557,319,13785
SM2  6,4828,339,11327
SM2  7,2088,185,6168
SM3  8,3031,241,8057
SM3  9,5043,285,14391
SM4  4,5548,255,14637
SM4  5,3572,254,10518
SM4  6,5171,255,14534
SM5  1,5214,237,13854
SM5  2,4825,305,12868
SM5  3,3059,238,8501
SM5  4,2358,181,6529
SM6  0,3094,315,6854
SM6  7,2731,234,7908
SM6  8,4793,303,12795
SM6  9,5062,316,12806
SM7  1,2639,220,7004
SM7  2,2873,238,6765
SM7  3,1752,185,4740
SN1  1,431,274,1381
SN1  2,3595,266,11135
SN1  3,3224,297,6193
SN1  4,3344,244,8521
SN1  5,2834,259,6923
SN1  7,440,55,2165
SN10 1,2168,293,4224
SN10 2,2856,325,7857
SN10 3,3198,288,7307
SN10 4,2152,243,5071
SN10 5,3411,319,8218
SN11 0,2609,305,6477
SN11 8,3241,360,9313
SN11 9,3532,270,9013
SN12 6,4096,391,10283
SN12 7,4280,308,11839
SN12 8,2389,258,6416
SN13 0,2191,243,5352
SN13 8,1119,212,2655
SN13 9,3972,374,9767
SN14 0,5309,380,12996
SN14 6,2875,325,7037
SN14 7,1193,199,2745
SN14 8,2067,268,4974
SN15 1,2857,323,7516
SN15 2,2251,254,5257
SN15 3,5130,393,11368
SN15 4,3149,299,9542
SN15 5,1445,214,3914
SN16 0,2669,263,6246
SN16 9,3364,390,8515
SN2  1,5822,307,14221
SN2  2,4860,339,12973
SN2  5,2553,172,6224
SN2  7,3848,196,9315
SN2  8,1087,149,2496
SN25 1,4169,193,10358
SN25 2,4072,323,17387
SN25 3,3383,176,7404
SN25 4,3034,216,9031
SN26 7,603,47,1640
SN26 8,116,21,642
SN3  1,3644,302,9039
SN3  2,4647,247,10917
SN3  3,3873,267,9177
SN3  4,5363,384,13036
SN3  5,2011,173,4278
SN3  6,2766,195,8752
SN4  0,3125,299,7190
SN4  7,3083,274,7676
SN4  8,2731,281,7617
SN4  9,2875,229,7018
SN5  0,128,18,302
SN5  3,456,45,1088
SN5  4,1646,179,5929
SN5  5,3534,303,9259
SN5  6,1987,201,4941
SN5  7,1758,229,4192
SN5  8,4529,297,9920
SN6  6,2998,269,6987
SN6  7,4013,269,9008
SN6  8,2290,290,6821
SN7  7,3908,381,10207
SN7  8,1920,300,5076
SN8  1,2802,345,6818
SN8  2,2692,308,6398
SN8  3,3020,353,7186
SN8  4,1931,213,4525
SN9  5,2351,245,5220
SN9  6,1384,185,3063
SO14 0,2696,323,8835
SO14 1,1341,125,3862
SO14 2,795,167,1508
SO14 3,2891,332,8377
SO14 5,1135,130,2639
SO14 6,2395,167,5360
SO14 7,107,138,417
SO15 0,589,113,1313
SO15 1,795,189,2945
SO15 2,4394,385,10497
SO15 3,3513,294,7493
SO15 4,1250,100,3555
SO15 5,5665,371,12355
SO15 7,1184,97,2888
SO15 8,1660,122,3055
SO16 0,714,85,2535
SO16 2,359,47,1274
SO16 3,3862,269,10903
SO16 4,3029,244,8631
SO16 5,3114,192,7457
SO16 6,3184,212,7930
SO16 7,2690,285,6446
SO16 8,5241,237,12073
SO16 9,5111,304,12789
SO17 1,2972,285,6868
SO17 2,3167,222,7799
SO17 3,1667,97,5168
SO18 1,3756,257,8411
SO18 2,4023,285,9999
SO18 3,1950,118,4313
SO18 4,1793,141,4356
SO18 5,3323,221,8049
SO18 6,1110,85,2337
SO19 0,1591,99,3883
SO19 1,1318,55,2650
SO19 2,2709,149,6852
SO19 4,853,30,1616
SO19 5,698,50,1673
SO19 6,4159,274,9243
SO19 7,3163,198,7289
SO19 8,3602,197,8147
SO19 9,6591,366,17143
SO20 6,2010,243,4480
SO20 8,1473,213,3585
SO21 1,3192,374,8143
SO21 2,2400,252,6383
SO21 3,2545,301,6349
SO22 4,4511,268,11825
SO22 5,2747,315,8999
SO22 6,3793,299,10829
SO23 0,2361,161,5702
SO23 7,4050,362,9683
SO23 8,1575,373,3011
SO23 9,2199,309,4913
SO24 0,1710,247,4214
SO24 9,3181,345,7240
SO30 0,2800,188,6830
SO30 2,5575,362,13708
SO30 3,2764,235,6906
SO30 4,2407,199,6095
SO31 1,734,91,3030
SO31 4,2207,186,4628
SO31 5,2923,198,6415
SO31 6,4713,310,11598
SO31 7,2812,266,8100
SO31 8,2985,240,8245
SO31 9,2790,242,6646
SO32 1,3291,342,7817
SO32 2,3824,358,12921
SO32 3,1269,125,2936
SO40 2,3748,223,8811
SO40 3,3169,277,7597
SO40 4,2497,172,5966
SO40 7,2211,161,5086
SO40 8,3514,226,8226
SO40 9,2433,207,5420
SO41 0,5154,369,10117
SO41 3,1538,157,2806
SO41 5,655,86,1558
SO41 6,1599,127,3558
SO41 8,3241,290,7226
SO41 9,3539,397,6686
SO42 7,2447,217,4864
SO43 7,2117,178,4379
SO45 1,3393,250,7593
SO45 2,2756,194,6575
SO45 3,1907,196,4795
SO45 4,2256,195,4890
SO45 5,3212,244,7132
SO45 6,1915,166,3388
SO50 4,3927,251,9357
SO50 5,4330,307,10769
SO50 6,2651,224,6790
SO50 7,3194,255,9474
SO50 8,2771,167,6545
SO50 9,2500,302,8907
SO51 0,1678,250,7237
SO51 5,1737,146,4099
SO51 6,1868,195,4716
SO51 7,3572,211,7686
SO51 8,2450,354,4868
SO51 9,359,110,1415
SO52 9,3091,204,7205
SO53 1,2098,178,5157
SO53 2,3733,279,8324
SO53 3,2838,275,6504
SO53 4,2767,246,7372
SO53 5,2011,179,4732
SP1  1,2233,252,4920
SP1  2,1931,316,4027
SP1  3,5463,389,13776
SP10 1,1813,260,4116
SP10 2,4345,309,9944
SP10 3,5865,383,13138
SP10 4,2675,175,6941
SP10 5,2331,232,5657
SP11 0,1465,258,3485
SP11 6,1836,393,15510
SP11 7,1896,275,4673
SP11 8,1730,246,3983
SP11 9,2759,330,8069
SP2  0,2261,248,5456
SP2  7,3656,355,7546
SP2  8,3609,259,8246
SP2  9,3643,224,9734
SP3  4,1909,259,4197
SP3  5,1398,261,3003
SP3  6,2050,297,4234
SP4  0,1138,178,2486
SP4  6,1714,299,7421
SP4  7,4488,387,13041
SP4  8,2868,269,9013
SP4  9,2069,269,6782
SP5  1,1952,254,4624
SP5  2,2529,279,6047
