postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded
NE4 8XT,421650,563860,Unsurveyed/Urban,60,Newcastle upon Tyne,1,100900.0,False
NE65 0GB,425583,603721,Stagnosols,20,Northumberland,1,223800.0,False
LS7 4RD,431241,436072,Unsurveyed/Urban,60,Leeds,1,93700.0,False
YO4 3DG,488207,441496,Stagnosols,30,East Riding of Yorkshire,1,,False
ST16 9FJ,391803,322843,Unsurveyed/Urban,80,Stafford,1,,False
YO19 5YD,459652,451975,Unsurveyed/Urban,10,York,1,407400.0,False
LE10 0EQ,442480,295114,Cambisols,120,Hinckley and Bosworth,1,243400.0,False
PE9 1XR,503871,308434,Unsurveyed/Urban,30,South Kesteven,1,262800.0,False
DE6 4BD,434668,342853,Cambisols,60,Amber Valley,1,474100.0,True
NG4 3HU,461787,342233,Unsurveyed/Urban,40,Gedling,1,190100.0,False
LS8 2QL,433176,436936,Unsurveyed/Urban,90,Leeds,1,306800.0,False
DL6 3LB,444787,504033,Stagnosols,80,Hambleton,1,399100.0,False
NR26 8UH,615314,342245,Arenosols,50,North Norfolk,1,244900.0,False
DN21 1UP,482568,389393,Unsurveyed/Urban,30,West Lindsey,1,111700.0,False
YO22 5EJ,486662,507205,Stagnosols,60,Scarborough,1,339500.0,False
WF10 2GL,441788,427901,Unsurveyed/Urban,20,Leeds,1,201500.0,False
IP10 0JD,620860,240578,Arenosols,30,East Suffolk,1,458900.0,False
YO5 8LL,450842,450209,Luvisols,20,Harrogate,1,,False
DE6 2HQ,415382,346106,Cambisols,160,East Staffordshire,1,423300.0,False
DH8 8BN,409345,550330,Unsurveyed/Urban,200,County Durham,1,113500.0,False
S64 8WX,444600,401062,Unsurveyed/Urban,20,Rotherham,1,125600.0,False
TS10 5HA,458792,523896,Unsurveyed/Urban,10,Redcar and Cleveland,1,119900.0,False
S73 9HL,441906,404418,Unsurveyed/Urban,40,Barnsley,1,175700.0,False
S9 1RY,440324,391176,Unsurveyed/Urban,40,Sheffield,1,72300.0,False
HD2 2QE,414531,418522,Unsurveyed/Urban,90,Kirklees,1,296100.0,False
LS99 2HD,432976,430045,Unsurveyed/Urban,30,Leeds,1,,False
B30 2RT,406138,280918,Unsurveyed/Urban,150,Birmingham,1,290600.0,False
OL7 9DD,393512,399731,Unsurveyed/Urban,120,Tameside,1,175900.0,False
NE6 5UP,427814,566600,Unsurveyed/Urban,40,Newcastle upon Tyne,1,210800.0,False
LE12 5WF,453960,320021,Unsurveyed/Urban,40,Charnwood,1,325200.0,False
WF5 0YT,427909,420510,Unsurveyed/Urban,100,Wakefield,1,188800.0,False
IP24 3DF,586860,282525,Unsurveyed/Urban,20,Breckland,1,203900.0,False
HD9 6YL,413187,408220,Unsurveyed/Urban,250,Kirklees,1,187900.0,False
YO7 1BN,442504,482526,Arenosols,40,Hambleton,1,233100.0,False
LS1 7JL,430400,433600,Unsurveyed/Urban,40,Leeds,1,106100.0,False
B5 4UH,407137,286451,Unsurveyed/Urban,120,Birmingham,1,233700.0,False
HU9 9AQ,510461,428821,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,,True
WF10 2AN,441267,428662,Stagnosols,30,Leeds,1,182700.0,False
SK9 0DS,384688,381282,Unsurveyed/Urban,70,Cheshire East,1,,False
WF3 1RU,429000,426000,Unsurveyed/Urban,140,Leeds,1,222600.0,False
BD8 9AP,414327,433478,Unsurveyed/Urban,130,Bradford,1,73800.0,False
HU1 1EF,510062,428704,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,237100.0,True
SK9 1WB,384688,381282,Unsurveyed/Urban,70,Cheshire East,1,702600.0,False
PE15 0NH,548026,288968,Gleysols,0,Fenland,8,343800.0,False
B16 6WW,404832,286162,Unsurveyed/Urban,160,Birmingham,1,,False
DN31 1RW,526789,409672,Unsurveyed/Urban,10,North East Lincolnshire,4,74600.0,False
DH3 3UD,427305,552347,Unsurveyed/Urban,40,County Durham,1,187300.0,False
LN4 2RT,499718,368892,Leptosols,50,North Kesteven,1,227400.0,False
TS7 8EB,451821,514928,Unsurveyed/Urban,60,Middlesbrough,1,244200.0,False
B28 9AT,410791,281802,Unsurveyed/Urban,130,Birmingham,1,308500.0,False
HD8 8UQ,422809,407381,Stagnosols,240,Kirklees,1,292700.0,False
WF9 5LU,441780,414871,Planosols,50,Wakefield,1,121900.0,False
NR4 7AX,620740,307319,Unsurveyed/Urban,30,Norwich,1,271600.0,False
LS28 5AQ,421053,434746,Unsurveyed/Urban,140,Leeds,1,248000.0,False
ST15 8FT,391716,333453,Luvisols,120,Stafford,1,275100.0,False
S81 8GQ,462678,387164,Arenosols,10,Bassetlaw,1,266900.0,False
HD1 2UA,414416,416346,Unsurveyed/Urban,90,Kirklees,1,315500.0,False
B76 2XD,413924,295463,Luvisols,130,Birmingham,1,316500.0,False
PE13 3PP,546537,311259,Gleysols,0,Fenland,8,148100.0,False
YO5 9YN,439642,466303,Luvisols,20,Harrogate,1,,False
S8 7UN,435023,381725,Unsurveyed/Urban,190,Sheffield,1,284300.0,False
SK1 1UL,389700,390600,Unsurveyed/Urban,50,Stockport,1,7578800.0,False
TS4 3HR,449976,517631,Unsurveyed/Urban,10,Middlesbrough,1,224400.0,False
IP27 0QF,577488,287955,Gleysols,10,Breckland,1,207400.0,False
WF15 7LR,419394,422651,Unsurveyed/Urban,140,Kirklees,1,187600.0,False
DE14 3AR,424494,321943,Unsurveyed/Urban,50,East Staffordshire,6,204000.0,True
NE40 3NY,416006,563530,Unsurveyed/Urban,90,Gateshead,1,225200.0,False
B3 2ZR,406649,286530,Unsurveyed/Urban,130,Birmingham,1,20900700.0,False
OL1 4LQ,394032,406138,Unsurveyed/Urban,220,Oldham,1,95400.0,False
HU6 8JB,507692,432799,Unsurveyed/Urban,0,"Kingston upon Hull, City of",7,98200.0,False
LN1 1FP,496830,371718,Unsurveyed/Urban,10,Lincoln,1,306000.0,False
BD10 8HL,418296,436748,Unsurveyed/Urban,150,Bradford,1,176700.0,False
CW2 6QW,369464,353847,Planosols,50,Cheshire East,1,199600.0,False
DN15 8AN,487457,411525,Unsurveyed/Urban,10,North Lincolnshire,1,185200.0,True
HX3 9RD,411301,423529,Cambisols,220,Calderdale,1,154400.0,False
B19 2RU,407078,289014,Unsurveyed/Urban,110,Birmingham,1,182700.0,False
IP5 3UB,623933,244630,Arenosols,30,East Suffolk,1,338900.0,False
CW1 9FS,370671,355787,Unsurveyed/Urban,50,Cheshire East,1,,False
ST16 3NA,392869,324208,Unsurveyed/Urban,90,Stafford,1,152900.0,False
BD22 0QB,402223,440806,Podsols,280,Bradford,1,341500.0,False
YO1 4RL,460484,447859,Unsurveyed/Urban,10,York,1,,False
NE9 6JB,425902,559552,Unsurveyed/Urban,80,Gateshead,1,187300.0,False
LE14 4ZS,476500,319580,Stagnosols,80,Melton,1,406600.0,False
NE36 0EP,435920,561516,Unsurveyed/Urban,30,South Tyneside,1,301700.0,False
NG7 7DY,455647,342292,Unsurveyed/Urban,40,Nottingham,1,170000.0,False
LE1 6FE,459169,304164,Unsurveyed/Urban,70,Leicester,1,750800.0,False
ST10 2DH,402322,345249,Cambisols,190,Staffordshire Moorlands,1,212200.0,False
BD17 7WR,414876,437482,Unsurveyed/Urban,80,Bradford,1,255900.0,False
IP22 2WE,611730,279952,Stagnosols,30,South Norfolk,1,320000.0,False
S30 1QB,419343,375910,Cambisols,280,Derbyshire Dales,1,,False
B33 8SY,412425,286619,Unsurveyed/Urban,100,Birmingham,1,198900.0,False
CW1 9FY,371187,354767,Unsurveyed/Urban,50,Cheshire East,1,,False
B24 8QP,410560,290715,Unsurveyed/Urban,120,Birmingham,1,170200.0,False
DE74 2DA,448525,326718,Luvisols,50,North West Leicestershire,1,259400.0,False
OL1 1WA,392600,404700,Unsurveyed/Urban,190,Oldham,1,220900.0,False
LS1 9ST,429756,433880,Unsurveyed/Urban,40,Leeds,1,,False
LE2 3HG,460459,302235,Unsurveyed/Urban,90,Leicester,1,314400.0,False
S61 1PN,440410,393493,Unsurveyed/Urban,110,Rotherham,1,102300.0,False
S30 4TU,434018,396111,Unsurveyed/Urban,130,Sheffield,1,,False
SK4 3FJ,386639,391003,Unsurveyed/Urban,60,Stockport,1,368500.0,False
NE30 2LA,436355,569609,Unsurveyed/Urban,30,North Tyneside,1,298700.0,False
PE22 7BE,530120,347504,Gleysols,0,East Lindsey,9,255400.0,False
LE9 4BG,448007,293381,Stagnosols,90,Blaby,1,254800.0,False
DE74 2AL,448969,327130,Cambisols,30,North West Leicestershire,1,245200.0,False
YO11 3EW,504123,484164,Cambisols,50,Scarborough,1,158400.0,False
LE1 9WS,459294,304253,Unsurveyed/Urban,70,Leicester,1,,False
PE30 9BZ,562078,320484,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,,True
S45 9QP,438185,364048,Planosols,140,North East Derbyshire,1,176500.0,False
B77 9NB,421407,303429,Unsurveyed/Urban,70,Tamworth,1,,False
DH4 6GY,432357,550478,Unsurveyed/Urban,40,Sunderland,1,124900.0,False
SK12 7PQ,400878,383455,Stagnosols,170,High Peak,1,,False
PE6 6BF,514167,311473,Cambisols,0,South Kesteven,1,,False
B33 0PP,415646,285405,Unsurveyed/Urban,100,Birmingham,1,154800.0,False
OL7 0DW,392488,398143,Unsurveyed/Urban,100,Tameside,1,128200.0,False
PE30 5QU,562300,319300,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,1135600.0,False
WV12 4QB,396852,300013,Unsurveyed/Urban,140,Walsall,1,163800.0,False
TS12 2BP,465426,518716,Luvisols,110,Redcar and Cleveland,1,124300.0,False
TS23 1DG,446189,521743,Unsurveyed/Urban,10,Stockton-on-Tees,1,132400.0,False
NG8 1BY,454443,339242,Unsurveyed/Urban,40,Nottingham,1,261000.0,False
LE3 8PR,454858,306068,Unsurveyed/Urban,90,Blaby,1,259100.0,False
DL8 5QY,411257,492891,Stagnosols,220,Richmondshire,1,424100.0,False
LE67 2TD,438110,311506,Cambisols,130,North West Leicestershire,1,242000.0,False
NG18 1DQ,453900,360900,Unsurveyed/Urban,110,Mansfield,1,253900.0,False
DE7 1HW,434978,326878,Arenosols,50,South Derbyshire,1,,False
DE24 9EE,437429,331556,Unsurveyed/Urban,50,Derby,1,137400.0,False
LE3 7BF,459327,304196,Unsurveyed/Urban,70,Leicester,1,,False
NE34 7WX,436403,567175,Unsurveyed/Urban,10,South Tyneside,1,267600.0,False
SK8 5NT,387449,387385,Unsurveyed/Urban,60,Stockport,1,353800.0,False
DN2 5PA,460019,404808,Unsurveyed/Urban,20,Doncaster,1,154700.0,False
S30 6JU,425983,404955,Cambisols,230,Barnsley,1,,False
BD22 7AA,405028,439555,Unsurveyed/Urban,150,Bradford,1,177500.0,False
PE1 3SR,519548,301537,Unsurveyed/Urban,10,Peterborough,1,176600.0,False
LS12 9DF,426690,433015,Unsurveyed/Urban,100,Leeds,1,,False
B2 4AG,407181,286854,Unsurveyed/Urban,130,Birmingham,1,123800.0,False
SK6 7EY,396763,386096,Stagnosols,170,Stockport,1,251700.0,False
YO24 4QL,457901,450340,Unsurveyed/Urban,10,York,1,264700.0,False
HU17 8TP,499312,436870,Cambisols,60,East Riding of Yorkshire,1,357400.0,False
B32 4JQ,399758,281220,Luvisols,210,Birmingham,1,356500.0,False
NR15 2WR,620069,293154,Stagnosols,50,South Norfolk,1,196200.0,False
YO3 9AH,461285,453597,Unsurveyed/Urban,10,York,1,,False
YO15 1YX,518199,466875,Unsurveyed/Urban,10,East Riding of Yorkshire,1,248100.0,False
CW4 7WW,384770,363289,Stagnosols,100,Cheshire East,1,427100.0,False
SK13 0LL,401069,394831,Stagnosols,150,High Peak,1,107300.0,False
WV13 2HW,397097,298476,Unsurveyed/Urban,130,Walsall,1,128100.0,False
LS28 5XJ,421323,435591,Unsurveyed/Urban,110,Leeds,1,278600.0,False
LS7 2SG,429336,436287,Unsurveyed/Urban,50,Leeds,8,227200.0,False
NN17 1XX,490401,289784,Unsurveyed/Urban,110,North Northamptonshire,1,183000.0,False
LE14 4PJ,471734,327199,Stagnosols,70,Melton,1,347200.0,False
B72 1SA,412076,295770,Unsurveyed/Urban,110,Birmingham,1,420000.0,False
S71 3BN,435774,409815,Unsurveyed/Urban,70,Barnsley,1,145900.0,False
OL6 7RR,393800,399000,Unsurveyed/Urban,110,Tameside,1,263300.0,False
DE4 4AA,428779,353372,Stagnosols,140,Derbyshire Dales,9,322900.0,False
LS3 1LH,428801,433732,Unsurveyed/Urban,30,Leeds,1,10258000.0,True
TS24 0YN,452298,534185,Unsurveyed/Urban,0,Hartlepool,1,132200.0,False
LN1 3YX,497221,370656,Unsurveyed/Urban,10,Lincoln,1,238100.0,False
OL14 9AU,393553,424100,Cambisols,140,Calderdale,1,,False
HD1 5YJ,414544,416866,Unsurveyed/Urban,80,Kirklees,1,168700.0,False
SR6 7SN,437335,562072,Unsurveyed/Urban,20,South Tyneside,1,316300.0,False
LE5 1FA,463711,306186,Unsurveyed/Urban,90,Leicester,1,237400.0,False
NE8 1QA,425000,562500,Unsurveyed/Urban,70,Gateshead,1,269400.0,False
S81 7DN,457352,380834,Cambisols,50,Bassetlaw,1,156800.0,False
S81 0JG,459119,380149,Unsurveyed/Urban,60,Bassetlaw,1,149400.0,False
LE16 9TD,470522,287444,Planosols,90,Harborough,1,772400.0,False
NR23 1JZ,591906,343567,Leptosols,10,North Norfolk,1,1396900.0,False
NG19 6EX,452229,361879,Unsurveyed/Urban,130,Mansfield,1,239600.0,False
CW4 8LH,376661,370060,Gleysols,60,Cheshire East,1,1004000.0,False
HG2 8PP,431913,454470,Unsurveyed/Urban,110,Harrogate,1,517200.0,False
WF12 0PS,424733,418161,Unsurveyed/Urban,110,Kirklees,1,241000.0,False
TS14 6ND,460948,515778,Luvisols,90,Redcar and Cleveland,1,65800.0,False
NN16 8RA,486930,279021,Unsurveyed/Urban,90,North Northamptonshire,1,194000.0,False
NG1 3QX,457326,340293,Unsurveyed/Urban,40,Nottingham,1,633000.0,False
CV9 3NS,429318,306525,Luvisols,80,North Warwickshire,1,330600.0,False
TS20 2FB,443600,519400,Unsurveyed/Urban,10,Stockton-on-Tees,1,214700.0,False
TS4 3DS,450317,517579,Unsurveyed/Urban,20,Middlesbrough,1,226400.0,False
DN15 9JL,488180,421759,Arenosols,50,North Lincolnshire,1,237000.0,False
NE34 9JT,435638,562903,Stagnosols,20,South Tyneside,1,370700.0,False
NE65 9XU,424100,601700,Arenosols,30,Northumberland,1,262200.0,False
B13 0HZ,407502,281065,Unsurveyed/Urban,150,Birmingham,1,207300.0,False
NG17 8BP,449479,356034,Unsurveyed/Urban,160,Ashfield,1,270300.0,False
SK22 3DF,399395,385926,Cambisols,230,High Peak,1,295600.0,False
LE12 7HS,458017,315063,Luvisols,50,Charnwood,1,204600.0,False
SK9 0AG,384688,381282,Unsurveyed/Urban,70,Cheshire East,1,,False
B99 1BE,407279,288677,Unsurveyed/Urban,110,Birmingham,1,,False
NG24 1PD,480283,354368,Unsurveyed/Urban,10,Newark and Sherwood,1,82800.0,False
TS4 2SD,449856,518508,Unsurveyed/Urban,10,Middlesbrough,1,44100.0,False
WF1 2PL,432751,423683,Unsurveyed/Urban,80,Wakefield,1,50800.0,False
LE4 7DS,461087,306032,Unsurveyed/Urban,60,Leicester,1,240700.0,False
YO12 7PN,503919,489020,Unsurveyed/Urban,40,Scarborough,1,140700.0,False
NR21 0RA,598831,336109,Luvisols,60,North Norfolk,1,403300.0,False
NR32 2AB,654612,293040,Unsurveyed/Urban,10,East Suffolk,4,92900.0,True
S1 2LB,435463,387052,Unsurveyed/Urban,80,Sheffield,1,112800.0,False
B36 8TU,412554,289845,Unsurveyed/Urban,90,Birmingham,8,191800.0,False
NE23 6AN,426261,576443,Unsurveyed/Urban,70,Northumberland,1,77700.0,False
HD8 8YZ,424664,410085,Unsurveyed/Urban,120,Kirklees,1,294100.0,False
S5 8XX,435317,389796,Unsurveyed/Urban,150,Sheffield,1,129800.0,False
NE26 3LY,434870,572679,Unsurveyed/Urban,20,North Tyneside,1,335100.0,False
NG20 0PG,456860,368121,Unsurveyed/Urban,60,Mansfield,1,142200.0,False
BD24 0HH,380526,472612,Stagnosols,230,Craven,1,366200.0,False
BD19 4RW,420715,425531,Unsurveyed/Urban,150,Kirklees,1,201500.0,False
B75 5AF,412195,298639,Unsurveyed/Urban,150,Birmingham,1,506100.0,False
LS6 1WY,430515,435070,Unsurveyed/Urban,40,Leeds,1,260600.0,False
DH3 1JH,426817,556341,Unsurveyed/Urban,30,Gateshead,1,153700.0,False
DH1 5JZ,426801,545732,Unsurveyed/Urban,90,County Durham,1,286800.0,False
HU2 8AG,510093,429289,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,222300.0,False
LN6 9ZJ,489904,362214,Planosols,20,North Kesteven,1,268700.0,False
WS11 3XX,401253,308151,Stagnosols,140,Cannock Chase,1,197000.0,False
TS5 8FE,447712,515166,Stagnosols,30,Middlesbrough,1,158400.0,False
PE36 9AY,567348,340350,Luvisols,20,King's Lynn and West Norfolk,1,,False
DN32 7HA,527885,410224,Unsurveyed/Urban,10,North East Lincolnshire,4,52800.0,False
NR7 0GD,624885,310737,Unsurveyed/Urban,40,Broadland,1,323600.0,False
YO2 3EQ,457378,450374,Unsurveyed/Urban,20,York,1,,False
DE6 5NX,411907,333815,Cambisols,80,Derbyshire Dales,1,435700.0,False
DN39 6FA,510854,411239,Luvisols,20,North Lincolnshire,1,282100.0,False
PE38 0LP,562347,299842,Luvisols,10,King's Lynn and West Norfolk,1,261300.0,False
HU7 4ZS,511349,432984,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,118200.0,False
B28 8QR,410729,281245,Unsurveyed/Urban,140,Birmingham,1,233400.0,False
DN20 8LW,499888,407051,Unsurveyed/Urban,10,North Lincolnshire,9,223400.0,False
HX2 0PN,406910,426087,Unsurveyed/Urban,260,Calderdale,1,57700.0,False
S12 4WB,439891,383882,Unsurveyed/Urban,150,Sheffield,1,153000.0,False
HD3 3XA,410437,417855,Unsurveyed/Urban,240,Kirklees,1,189800.0,False
LS1 5LP,428809,433421,Unsurveyed/Urban,30,Leeds,1,4678800.0,False
NR12 0LP,634180,333258,Cambisols,10,North Norfolk,1,277100.0,False
HU18 1PD,520419,447733,Stagnosols,10,East Riding of Yorkshire,1,220400.0,False
DE13 0PW,423487,325048,Unsurveyed/Urban,70,East Staffordshire,1,200600.0,False
WF9 4PF,442117,412817,Cambisols,80,Wakefield,1,244500.0,False
BD9 5HB,413937,434430,Unsurveyed/Urban,180,Bradford,1,144300.0,False
LN12 2QL,550282,382676,Gleysols,0,East Lindsey,10,185600.0,True
OL8 3AA,392138,403132,Unsurveyed/Urban,160,Oldham,1,63900.0,False
HU20 3XS,496623,431870,Cambisols,110,East Riding of Yorkshire,1,221300.0,False
TS21 3HH,438833,525992,Stagnosols,80,County Durham,1,269900.0,False
NE17 7RT,412329,556122,Stagnosols,120,County Durham,1,122300.0,False
DN35 8XS,527410,410115,Unsurveyed/Urban,10,North East Lincolnshire,1,165100.0,False
YO1 2PY,460680,451952,Unsurveyed/Urban,10,York,1,423600.0,False
HU11 5DG,514161,439505,Luvisols,10,East Riding of Yorkshire,1,248100.0,False
NE8 2AG,424970,563304,Unsurveyed/Urban,40,Gateshead,1,149400.0,False
PE2 9FG,519579,295251,Unsurveyed/Urban,10,Peterborough,1,206700.0,False
NN10 6EB,495585,267315,Unsurveyed/Urban,50,North Northamptonshire,1,397000.0,False
BD8 9DY,414575,434095,Unsurveyed/Urban,150,Bradford,1,47300.0,False
NE9 7PF,428990,558520,Unsurveyed/Urban,130,Sunderland,1,113500.0,False
SK8 1FQ,385713,388188,Unsurveyed/Urban,40,Stockport,1,377300.0,False
DN36 5PP,528574,398613,Stagnosols,20,East Lindsey,1,204100.0,False
YO1 3NN,463672,451768,Unsurveyed/Urban,20,York,1,,False
NG5 6PD,459683,344412,Unsurveyed/Urban,100,Gedling,1,209900.0,False
S43 3FB,444886,375557,Planosols,60,Chesterfield,1,165000.0,False
LE67 5EU,443452,315698,Unsurveyed/Urban,150,North West Leicestershire,1,124600.0,False
S17 3GP,430669,380649,Unsurveyed/Urban,180,Sheffield,1,537700.0,False
HU17 0YZ,505290,439461,Unsurveyed/Urban,10,East Riding of Yorkshire,1,196500.0,False
NG9 4HG,452347,336066,Unsurveyed/Urban,30,Broxtowe,1,235700.0,False
LE9 5EA,453500,298111,Stagnosols,90,Blaby,1,,False
NN10 8EQ,495513,268731,Unsurveyed/Urban,60,North Northamptonshire,1,204300.0,False
DE74 2TE,447951,326876,Luvisols,60,North West Leicestershire,1,244600.0,False
NR8 5GP,615386,312499,Arenosols,40,South Norfolk,1,217000.0,False
LS25 2AE,441346,433091,Unsurveyed/Urban,80,Leeds,1,249100.0,False
DN22 7EZ,471618,379971,Unsurveyed/Urban,20,Bassetlaw,1,176400.0,False
IP24 2EX,587869,283204,Unsurveyed/Urban,20,Breckland,1,251300.0,False
YO30 7WR,461396,453976,Unsurveyed/Urban,10,York,1,554000.0,False
CW4 7FH,384788,363358,Stagnosols,100,Cheshire East,1,385600.0,False
YO3 7TU,461458,452899,Unsurveyed/Urban,10,York,1,,False
DN19 7AZ,507019,421692,Luvisols,10,North Lincolnshire,1,190800.0,False
NR21 1AQ,592129,329698,Luvisols,40,North Norfolk,1,,False
DN20 9LH,499034,406744,Unsurveyed/Urban,10,North Lincolnshire,1,212700.0,False
TS7 8JP,451396,515329,Unsurveyed/Urban,50,Middlesbrough,1,198500.0,False
PE33 9BZ,576209,302089,Gleysols,10,Breckland,1,281300.0,False
WF10 3WY,440334,424620,Unsurveyed/Urban,20,Wakefield,1,209100.0,False
LN12 2FE,552170,380899,Gleysols,10,East Lindsey,6,179600.0,True
DN4 7PT,461179,400513,Unsurveyed/Urban,10,Doncaster,1,267800.0,False
LS15 5LL,436778,435764,Unsurveyed/Urban,90,Leeds,1,,False
NE16 6JU,416432,556553,Stagnosols,180,County Durham,1,156700.0,False
S60 4DP,444971,390673,Unsurveyed/Urban,80,Rotherham,1,188000.0,False
WS9 8YP,405651,300967,Unsurveyed/Urban,160,Walsall,1,304400.0,False
DE24 8FR,436499,333267,Unsurveyed/Urban,50,Derby,1,162800.0,False
SK10 1WY,391805,373928,Unsurveyed/Urban,150,Cheshire East,1,395400.0,False
B73 9NN,411619,296818,Unsurveyed/Urban,130,Birmingham,1,,False
YO21 1LT,488865,510206,Luvisols,50,Scarborough,1,209000.0,False
PE21 7LZ,531541,342955,Gleysols,0,Boston,6,180600.0,False
TS22 5UD,442127,528111,Stagnosols,60,Hartlepool,1,269500.0,False
PE13 1RZ,545497,310511,Unsurveyed/Urban,0,Fenland,8,194100.0,True
CW6 9QA,357574,358682,Planosols,60,Cheshire East,1,512600.0,False
YO12 6AZ,503275,489624,Unsurveyed/Urban,30,Scarborough,1,187500.0,False
ST14 7LT,408792,334106,Unsurveyed/Urban,90,East Staffordshire,1,347900.0,False
SK14 4SB,394648,395677,Unsurveyed/Urban,110,Tameside,1,180800.0,False
LN4 1NT,501180,367724,Leptosols,40,North Kesteven,1,283700.0,False
LA2 7NB,366541,468924,Stagnosols,80,Craven,1,225700.0,False
HG5 0UN,435222,458613,Luvisols,50,Harrogate,1,287800.0,False
WS12 4WA,397202,313075,Arenosols,150,South Staffordshire,1,175300.0,False
NG20 0AR,456777,368164,Unsurveyed/Urban,60,Mansfield,1,136900.0,False
S60 1HN,442055,392741,Unsurveyed/Urban,30,Rotherham,1,422500.0,False
DN5 8RL,454396,405356,Cambisols,30,Doncaster,1,237800.0,False
HD5 0HT,417939,418571,Unsurveyed/Urban,150,Kirklees,1,413000.0,False
TF11 8NN,380090,313649,Cambisols,100,South Staffordshire,1,402200.0,False
CW1 3GQ,369007,357036,Unsurveyed/Urban,40,Cheshire East,1,135500.0,False
LE12 7LR,459833,315726,Cambisols,50,Charnwood,1,181000.0,False
SR6 9QY,439702,558635,Unsurveyed/Urban,30,Sunderland,1,191100.0,False
LS12 1DD,428994,433302,Unsurveyed/Urban,30,Leeds,1,134000.0,False
NE61 1QZ,419645,585993,Unsurveyed/Urban,30,Northumberland,6,260800.0,True
LN5 9RB,497433,364493,Leptosols,70,North Kesteven,1,232800.0,False
CW1 1YL,371700,354700,Stagnosols,50,Cheshire East,1,,False
IP24 2HE,587743,283255,Unsurveyed/Urban,20,Breckland,1,257700.0,False
NG9 7AQ,448500,336900,Unsurveyed/Urban,40,Broxtowe,1,546500.0,False
NE5 2DR,421096,565545,Unsurveyed/Urban,90,Newcastle upon Tyne,1,126100.0,False
WS9 8AR,405078,301177,Unsurveyed/Urban,140,Walsall,1,147100.0,False
WF12 7UZ,425872,422818,Unsurveyed/Urban,120,Kirklees,1,168700.0,False
DL3 7RP,428440,514451,Unsurveyed/Urban,50,Darlington,1,323900.0,False
NE34 8AQ,437638,563424,Unsurveyed/Urban,30,South Tyneside,1,283700.0,False
DN5 7GA,453651,405130,Cambisols,50,Doncaster,1,258900.0,False
